,sentiment,text,tokenized_text
4050,0,"a work of intricate elegance , literary lyricism and profound common sense .","[246, 104, 6536, 3661, 468, 603, 5020, 7492, 3247, 1700, 3886, 6204, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4051,0,a worthwhile way to spend two hours .,"[246, 1814, 5313, 3188, 60, 2859, 6539, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4052,0,a worthy entry into a very difficult genre .,"[246, 5615, 7449, 259, 246, 7148, 4608, 3904, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4053,0,a worthy tribute to a great humanitarian and her vibrant ` co-stars . ',"[246, 5615, 2887, 3188, 246, 5645, 6872, 3247, 2278, 2438, 909, 6349, 1286, 172, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4054,0,a yarn that respects the marvel version without becoming ensnared by it .,"[246, 5723, 5203, 1063, 69, 2649, 3879, 3885, 5681, 621, 3395, 3822, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4055,0,an amazing and incendiary movie that dives straight into the rough waters of contradiction .,"[7038, 3033, 3247, 545, 5559, 5203, 5750, 5562, 259, 69, 7455, 2985, 6536, 2839, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4056,0,"an elegant , exquisitely modulated psychological thriller .","[7038, 368, 603, 6976, 3280, 7369, 169, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4057,0,an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .,"[7038, 4358, 2330, 580, 6536, 69, 3337, 3439, 6428, 4928, 6132, 5218, 575, 5287, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4058,0,an excellent romp that boasts both a heart and a mind .,"[7038, 523, 3610, 5203, 3320, 7254, 246, 7024, 3247, 246, 3592, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4059,0,"an impossible romance , but we root for the patronized iranian lad .","[7038, 4079, 1856, 603, 13, 6885, 3425, 7267, 69, 5534, 1666, 6015, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4060,0,an impressive if flawed effort that indicates real talent .,"[7038, 6012, 4797, 4555, 4501, 5203, 5344, 2692, 202, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4061,0,an incredibly clever and superbly paced caper filled with scams within scams within scams .,"[7038, 4241, 2853, 3247, 7401, 3123, 2302, 3240, 665, 3900, 5670, 3900, 5670, 3900, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4062,0,"an intelligent , moving and invigorating film .","[7038, 3234, 603, 7157, 3247, 5918, 1629, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4063,0,"an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .","[7038, 2541, 603, 257, 4196, 6428, 4684, 2523, 7158, 13, 6266, 531, 6775, 6864, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4064,0,an ironic speculation on democracy in a culture unaccustomed to it .,"[7038, 2951, 2103, 5218, 328, 3894, 246, 1409, 244, 3188, 3822, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4065,0,an irresistible combination of a rousing good story set on a truly grand scale .,"[7038, 5252, 7209, 6536, 246, 2792, 3621, 3882, 788, 5218, 246, 4347, 1240, 3487, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4066,0,"and in this regard , on guard delivers .","[3247, 3894, 366, 1562, 603, 5218, 4406, 6305, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4067,0,"at its best , the good girl is a refreshingly adult take on adultery ...","[6752, 5996, 6951, 603, 69, 3621, 152, 1665, 246, 930, 283, 7452, 5218, 5666, 272, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4068,0,"awkward but sincere and , ultimately , it wins you over .","[5788, 13, 1691, 3247, 603, 5026, 603, 3822, 2904, 1894, 4356, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4069,0,"barney has created a tour de force that is weird , wacky and wonderful .","[616, 1193, 4640, 246, 5379, 4272, 6154, 5203, 1665, 2880, 603, 318, 3247, 4689, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4070,0,binoche and magimel are perfect in these roles .,"[1975, 3247, 4101, 1254, 4550, 3894, 1169, 6510, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4071,0,both deeply weird and charmingly dear .,"[7254, 1165, 2880, 3247, 4391, 5895, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4072,0,"bourne , jason bourne .","[1072, 603, 2052, 1072, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4073,0,but some unexpected zigs and zags help .,"[13, 3428, 4610, 4766, 3247, 5827, 660, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4074,0,"chicago is , in many ways , an admirable achievement .","[20, 1665, 603, 3894, 588, 3856, 603, 7038, 2972, 4463, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4075,0,davis has filled out his cast with appealing fresh faces .,"[6272, 1193, 3240, 5798, 2537, 3874, 665, 4278, 2603, 3026, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4076,0,director rob marshall went out gunning to make a great one .,"[438, 7641, 2609, 3392, 5798, 6328, 3188, 924, 246, 5645, 3415, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
4077,0,disturbing and brilliant documentary .,"[2285, 3247, 401, 6036, 1286, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741]"
